"Date","Price","Open","High","Low","Vol.","Change %"
"07/14/2015","1,096.00","1,096.00","1,096.00","1,096.00","","1.86%"
"07/13/2015","1,076.00","1,076.00","1,076.00","1,076.00","","2.28%"
"07/10/2015","1,052.00","1,052.00","1,052.00","1,052.00","","3.54%"
"07/09/2015","1,016.00","1,016.00","1,016.00","1,016.00","","4.42%"
"07/08/2015","973.00","973.00","973.00","973.00","","2.96%"
"07/07/2015","945.00","945.00","945.00","945.00","","1.94%"
"07/06/2015","927.00","927.00","927.00","927.00","","2.09%"
"07/03/2015","908.00","908.00","908.00","908.00","","2.83%"
"07/02/2015","883.00","883.00","883.00","883.00","","2.91%"
"07/01/2015","858.00","858.00","858.00","858.00","","1.54%"
"06/30/2015","845.00","845.00","845.00","845.00","","0.84%"
"06/29/2015","838.00","838.00","838.00","838.00","","0.60%"
"06/26/2015","833.00","833.00","833.00","833.00","","0.73%"
"06/25/2015","827.00","827.00","827.00","827.00","","-0.24%"
"06/24/2015","829.00","829.00","829.00","829.00","","-0.60%"
"06/23/2015","834.00","834.00","834.00","834.00","","-1.30%"
"06/22/2015","845.00","845.00","845.00","845.00","","-0.71%"
"06/19/2015","851.00","851.00","851.00","851.00","","0.47%"
"06/18/2015","847.00","847.00","847.00","847.00","","3.67%"
"06/17/2015","817.00","817.00","817.00","817.00","","5.83%"
"06/16/2015","772.00","772.00","772.00","772.00","","4.04%"
"06/15/2015","742.00","742.00","742.00","742.00","","3.20%"
"06/12/2015","719.00","719.00","719.00","719.00","","3.30%"
"06/11/2015","696.00","696.00","696.00","696.00","","5.14%"
"06/10/2015","662.00","662.00","662.00","662.00","","5.08%"
"06/09/2015","630.00","630.00","630.00","630.00","","3.62%"
"06/08/2015","608.00","608.00","608.00","608.00","","2.01%"
"06/05/2015","596.00","596.00","596.00","596.00","","4.56%"
"06/04/2015","570.00","570.00","570.00","570.00","","4.78%"
"06/03/2015","544.00","544.00","544.00","544.00","","3.03%"
"06/02/2015","528.00","528.00","528.00","528.00","","1.15%"
"06/01/2015","522.00","522.00","522.00","522.00","","-0.38%"
"05/29/2015","524.00","524.00","524.00","524.00","","-0.19%"
"05/28/2015","525.00","525.00","525.00","525.00","","-0.94%"
"05/27/2015","530.00","530.00","530.00","530.00","","-1.85%"
"05/26/2015","540.00","540.00","540.00","540.00","","-1.64%"
"05/22/2015","549.00","549.00","549.00","549.00","","-1.26%"
"05/21/2015","556.00","556.00","556.00","556.00","","-1.59%"
"05/20/2015","565.00","565.00","565.00","565.00","","-1.57%"
"05/19/2015","574.00","574.00","574.00","574.00","","-0.69%"
"05/18/2015","578.00","578.00","578.00","578.00","","-0.17%"
"05/15/2015","579.00","579.00","579.00","579.00","","-0.17%"
"05/14/2015","580.00","580.00","580.00","580.00","","-0.68%"
"05/13/2015","584.00","584.00","584.00","584.00","","0.17%"
"05/12/2015","583.00","583.00","583.00","583.00","","-0.51%"
"05/11/2015","586.00","586.00","586.00","586.00","","-1.35%"
"05/08/2015","594.00","594.00","594.00","594.00","","-1.49%"
"05/07/2015","603.00","603.00","603.00","603.00","","-2.43%"
"05/06/2015","618.00","618.00","618.00","618.00","","-2.37%"
"05/05/2015","633.00","633.00","633.00","633.00","","-2.16%"
"05/01/2015","647.00","647.00","647.00","647.00","","-1.67%"
"04/30/2015","658.00","658.00","658.00","658.00","","-2.23%"
"04/29/2015","673.00","673.00","673.00","673.00","","-1.75%"
"04/28/2015","685.00","685.00","685.00","685.00","","-0.29%"
"04/27/2015","687.00","687.00","687.00","687.00","","0.29%"
"04/24/2015","685.00","685.00","685.00","685.00","","0.74%"
"04/23/2015","680.00","680.00","680.00","680.00","","1.64%"
"04/22/2015","669.00","669.00","669.00","669.00","","1.52%"
"04/21/2015","659.00","659.00","659.00","659.00","","2.01%"
"04/20/2015","646.00","646.00","646.00","646.00","","0.62%"
"04/17/2015","642.00","642.00","642.00","642.00","","0.94%"
"04/16/2015","636.00","636.00","636.00","636.00","","1.60%"
"04/15/2015","626.00","626.00","626.00","626.00","","1.13%"
"04/14/2015","619.00","619.00","619.00","619.00","","1.64%"
"04/13/2015","609.00","609.00","609.00","609.00","","1.50%"
"04/10/2015","600.00","600.00","600.00","600.00","","1.52%"
"04/09/2015","591.00","591.00","591.00","591.00","","1.03%"
"04/08/2015","585.00","585.00","585.00","585.00","","0.17%"
"04/07/2015","584.00","584.00","584.00","584.00","","-0.85%"
"04/02/2015","589.00","589.00","589.00","589.00","","-1.17%"
"04/01/2015","596.00","596.00","596.00","596.00","","-0.33%"
"03/31/2015","598.00","598.00","598.00","598.00","","-0.33%"
"03/30/2015","600.00","600.00","600.00","600.00","","0.50%"
"03/27/2015","597.00","597.00","597.00","597.00","","-0.33%"
"03/26/2015","599.00","599.00","599.00","599.00","","-0.50%"
"03/25/2015","602.00","602.00","602.00","602.00","","-1.15%"
"03/24/2015","609.00","609.00","609.00","609.00","","-1.30%"
"03/23/2015","617.00","617.00","617.00","617.00","","0.00%"
"03/20/2015","617.00","617.00","617.00","617.00","","0.65%"
"03/19/2015","613.00","613.00","613.00","613.00","","1.49%"
"03/18/2015","604.00","604.00","604.00","604.00","","1.51%"
"03/17/2015","595.00","595.00","595.00","595.00","","1.19%"
"03/16/2015","588.00","588.00","588.00","588.00","","0.51%"
"03/13/2015","585.00","585.00","585.00","585.00","","-0.17%"
"03/12/2015","586.00","586.00","586.00","586.00","","-0.34%"
"03/11/2015","588.00","588.00","588.00","588.00","","-0.51%"
"03/10/2015","591.00","591.00","591.00","591.00","","0.17%"
"03/09/2015","590.00","590.00","590.00","590.00","","0.51%"
"03/06/2015","587.00","587.00","587.00","587.00","","0.69%"
"03/05/2015","583.00","583.00","583.00","583.00","","1.22%"
"03/04/2015","576.00","576.00","576.00","576.00","","2.13%"
"03/03/2015","564.00","564.00","564.00","564.00","","2.36%"
"03/02/2015","551.00","551.00","551.00","551.00","","2.04%"
"02/27/2015","540.00","540.00","540.00","540.00","","1.69%"
"02/26/2015","531.00","531.00","531.00","531.00","","2.31%"
"02/25/2015","519.00","519.00","519.00","519.00","","0.97%"
"02/24/2015","514.00","514.00","514.00","514.00","","0.39%"
"02/23/2015","512.00","512.00","512.00","512.00","","-0.39%"
"02/20/2015","514.00","514.00","514.00","514.00","","-0.39%"
"02/19/2015","516.00","516.00","516.00","516.00","","0.39%"
"02/18/2015","514.00","514.00","514.00","514.00","","1.18%"
"02/17/2015","508.00","508.00","508.00","508.00","","0.59%"
"02/16/2015","505.00","505.00","505.00","505.00","","1.20%"
"02/13/2015","499.00","499.00","499.00","499.00","","2.04%"
"02/12/2015","489.00","489.00","489.00","489.00","","4.26%"
"02/11/2015","469.00","469.00","469.00","469.00","","5.16%"
"02/10/2015","446.00","446.00","446.00","446.00","","2.76%"
"02/09/2015","434.00","434.00","434.00","434.00","","0.93%"
"02/06/2015","430.00","430.00","430.00","430.00","","0.47%"
"02/05/2015","428.00","428.00","428.00","428.00","","-2.06%"
"02/04/2015","437.00","437.00","437.00","437.00","","-3.74%"
"02/03/2015","454.00","454.00","454.00","454.00","","-5.42%"
"02/02/2015","480.00","480.00","480.00","480.00","","-5.51%"
"01/30/2015","508.00","508.00","508.00","508.00","","-7.64%"
"01/29/2015","550.00","550.00","550.00","550.00","","-11.29%"
"01/28/2015","620.00","620.00","620.00","620.00","","-4.32%"
"01/27/2015","648.00","648.00","648.00","648.00","","-3.14%"
"01/26/2015","669.00","669.00","669.00","669.00","","-2.34%"
"01/23/2015","685.00","685.00","685.00","685.00","","-2.70%"
"01/22/2015","704.00","704.00","704.00","704.00","","-2.90%"
"01/21/2015","725.00","725.00","725.00","725.00","","-2.16%"
"01/20/2015","741.00","741.00","741.00","741.00","","-1.33%"
"01/19/2015","751.00","751.00","751.00","751.00","","-1.05%"
"01/16/2015","759.00","759.00","759.00","759.00","","-0.91%"
"01/15/2015","766.00","766.00","766.00","766.00","","0.00%"
"01/14/2015","766.00","766.00","766.00","766.00","","0.00%"
"01/13/2015","766.00","766.00","766.00","766.00","","0.52%"
"01/12/2015","762.00","762.00","762.00","762.00","","-0.26%"
"01/09/2015","764.00","764.00","764.00","764.00","","-1.55%"
"01/08/2015","776.00","776.00","776.00","776.00","","-0.51%"
"01/07/2015","780.00","780.00","780.00","780.00","","-1.76%"
"01/06/2015","794.00","794.00","794.00","794.00","","-2.10%"
"01/05/2015","811.00","811.00","811.00","811.00","","-1.93%"
"01/02/2015","827.00","827.00","827.00","827.00","","-3.39%"
"12/24/2014","856.00","856.00","856.00","856.00","","-1.83%"
"12/23/2014","872.00","872.00","872.00","872.00","","-2.13%"
"12/22/2014","891.00","891.00","891.00","891.00","","-1.76%"
"12/19/2014","907.00","907.00","907.00","907.00","","-2.37%"
"12/18/2014","929.00","929.00","929.00","929.00","","-1.69%"
"12/17/2014","945.00","945.00","945.00","945.00","","-1.66%"
"12/16/2014","961.00","961.00","961.00","961.00","","-1.94%"
"12/15/2014","980.00","980.00","980.00","980.00","","-2.10%"
"12/12/2014","1,001.00","1,001.00","1,001.00","1,001.00","","-2.44%"
"12/11/2014","1,026.00","1,026.00","1,026.00","1,026.00","","-2.01%"
"12/10/2014","1,047.00","1,047.00","1,047.00","1,047.00","","-1.78%"
"12/09/2014","1,066.00","1,066.00","1,066.00","1,066.00","","-1.39%"
"12/08/2014","1,081.00","1,081.00","1,081.00","1,081.00","","-0.64%"
"12/05/2014","1,088.00","1,088.00","1,088.00","1,088.00","","-0.82%"
"12/04/2014","1,097.00","1,097.00","1,097.00","1,097.00","","-0.99%"
"12/03/2014","1,108.00","1,108.00","1,108.00","1,108.00","","-0.98%"
"12/02/2014","1,119.00","1,119.00","1,119.00","1,119.00","","-0.44%"
"12/01/2014","1,124.00","1,124.00","1,124.00","1,124.00","","0.36%"
"11/28/2014","1,120.00","1,120.00","1,120.00","1,120.00","","1.91%"
"11/27/2014","1,099.00","1,099.00","1,099.00","1,099.00","","2.42%"
"11/26/2014","1,073.00","1,073.00","1,073.00","1,073.00","","0.85%"
"11/25/2014","1,064.00","1,064.00","1,064.00","1,064.00","","0.47%"
"11/24/2014","1,059.00","1,059.00","1,059.00","1,059.00","","0.38%"
"11/21/2014","1,055.00","1,055.00","1,055.00","1,055.00","","0.19%"
"11/20/2014","1,053.00","1,053.00","1,053.00","1,053.00","","-0.19%"
"11/19/2014","1,055.00","1,055.00","1,055.00","1,055.00","","-0.57%"
"11/18/2014","1,061.00","1,061.00","1,061.00","1,061.00","","-0.75%"
"11/17/2014","1,069.00","1,069.00","1,069.00","1,069.00","","-1.84%"
"11/14/2014","1,089.00","1,089.00","1,089.00","1,089.00","","-2.07%"
"11/13/2014","1,112.00","1,112.00","1,112.00","1,112.00","","-1.85%"
"11/12/2014","1,133.00","1,133.00","1,133.00","1,133.00","","-1.48%"
"11/11/2014","1,150.00","1,150.00","1,150.00","1,150.00","","-1.54%"
"11/10/2014","1,168.00","1,168.00","1,168.00","1,168.00","","-1.27%"
"11/07/2014","1,183.00","1,183.00","1,183.00","1,183.00","","-1.83%"
"11/06/2014","1,205.00","1,205.00","1,205.00","1,205.00","","-1.55%"
"11/05/2014","1,224.00","1,224.00","1,224.00","1,224.00","","-1.13%"
"11/04/2014","1,238.00","1,238.00","1,238.00","1,238.00","","-0.24%"
"11/03/2014","1,241.00","1,241.00","1,241.00","1,241.00","","0.65%"
"10/31/2014","1,233.00","1,233.00","1,233.00","1,233.00","","0.90%"
"10/30/2014","1,222.00","1,222.00","1,222.00","1,222.00","","1.66%"
"10/29/2014","1,202.00","1,202.00","1,202.00","1,202.00","","2.56%"
"10/28/2014","1,172.00","1,172.00","1,172.00","1,172.00","","3.08%"
"10/27/2014","1,137.00","1,137.00","1,137.00","1,137.00","","1.43%"
"10/24/2014","1,121.00","1,121.00","1,121.00","1,121.00","","2.00%"
"10/23/2014","1,099.00","1,099.00","1,099.00","1,099.00","","3.10%"
"10/22/2014","1,066.00","1,066.00","1,066.00","1,066.00","","3.29%"
"10/21/2014","1,032.00","1,032.00","1,032.00","1,032.00","","3.72%"
"10/20/2014","995.00","995.00","995.00","995.00","","3.00%"
"10/17/2014","966.00","966.00","966.00","966.00","","2.77%"
"10/16/2014","940.00","940.00","940.00","940.00","","3.41%"
"10/15/2014","909.00","909.00","909.00","909.00","","2.71%"
"10/14/2014","885.00","885.00","885.00","885.00","","1.96%"
"10/13/2014","868.00","868.00","868.00","868.00","","0.35%"
"10/10/2014","865.00","865.00","865.00","865.00","","0.12%"
"10/09/2014","864.00","864.00","864.00","864.00","","-0.58%"
"10/08/2014","869.00","869.00","869.00","869.00","","-1.70%"
"10/07/2014","884.00","884.00","884.00","884.00","","-0.56%"
"10/06/2014","889.00","889.00","889.00","889.00","","0.23%"
"10/03/2014","887.00","887.00","887.00","887.00","","1.03%"
"10/02/2014","878.00","878.00","878.00","878.00","","2.81%"
"10/01/2014","854.00","854.00","854.00","854.00","","3.39%"
"09/30/2014","826.00","826.00","826.00","826.00","","1.72%"
"09/29/2014","812.00","812.00","812.00","812.00","","0.62%"
"09/26/2014","807.00","807.00","807.00","807.00","","1.00%"
"09/25/2014","799.00","799.00","799.00","799.00","","0.13%"
"09/24/2014","798.00","798.00","798.00","798.00","","-0.25%"
"09/23/2014","800.00","800.00","800.00","800.00","","-1.11%"
"09/22/2014","809.00","809.00","809.00","809.00","","-0.61%"
"09/19/2014","814.00","814.00","814.00","814.00","","-0.61%"
"09/18/2014","819.00","819.00","819.00","819.00","","-1.21%"
"09/17/2014","829.00","829.00","829.00","829.00","","-1.66%"
"09/16/2014","843.00","843.00","843.00","843.00","","-1.98%"
"09/15/2014","860.00","860.00","860.00","860.00","","-1.71%"
"09/12/2014","875.00","875.00","875.00","875.00","","-2.23%"
"09/11/2014","895.00","895.00","895.00","895.00","","-2.29%"
"09/10/2014","916.00","916.00","916.00","916.00","","-2.55%"
"09/09/2014","940.00","940.00","940.00","940.00","","0.00%"
"09/08/2014","940.00","940.00","940.00","940.00","","0.97%"
"09/05/2014","931.00","931.00","931.00","931.00","","0.43%"
"09/04/2014","927.00","927.00","927.00","927.00","","0.87%"
"09/03/2014","919.00","919.00","919.00","919.00","","1.77%"
"09/02/2014","903.00","903.00","903.00","903.00","","1.69%"
"09/01/2014","888.00","888.00","888.00","888.00","","1.95%"
"08/29/2014","871.00","871.00","871.00","871.00","","3.44%"
"08/28/2014","842.00","842.00","842.00","842.00","","3.82%"
"08/27/2014","811.00","811.00","811.00","811.00","","0.37%"
"08/26/2014","808.00","808.00","808.00","808.00","","-0.49%"
"08/22/2014","812.00","812.00","812.00","812.00","","-0.73%"
"08/21/2014","818.00","818.00","818.00","818.00","","-1.21%"
"08/20/2014","828.00","828.00","828.00","828.00","","-1.08%"
"08/19/2014","837.00","837.00","837.00","837.00","","0.12%"
"08/18/2014","836.00","836.00","836.00","836.00","","4.11%"
"08/15/2014","803.00","803.00","803.00","803.00","","8.66%"
"08/14/2014","739.00","739.00","739.00","739.00","","9.64%"
"08/13/2014","674.00","674.00","674.00","674.00","","3.53%"
"08/12/2014","651.00","651.00","651.00","651.00","","2.68%"
"08/11/2014","634.00","634.00","634.00","634.00","","1.60%"
"08/08/2014","624.00","624.00","624.00","624.00","","1.30%"
"08/07/2014","616.00","616.00","616.00","616.00","","1.15%"
"08/06/2014","609.00","609.00","609.00","609.00","","0.00%"
"08/05/2014","609.00","609.00","609.00","609.00","","-0.16%"
"08/04/2014","610.00","610.00","610.00","610.00","","-0.16%"
"08/01/2014","611.00","611.00","611.00","611.00","","-1.29%"
"07/31/2014","619.00","619.00","619.00","619.00","","-0.96%"
"07/30/2014","625.00","625.00","625.00","625.00","","0.16%"
"07/29/2014","624.00","624.00","624.00","624.00","","1.30%"
"07/28/2014","616.00","616.00","616.00","616.00","","1.65%"
"07/25/2014","606.00","606.00","606.00","606.00","","1.68%"
"07/24/2014","596.00","596.00","596.00","596.00","","2.05%"
"07/23/2014","584.00","584.00","584.00","584.00","","1.39%"
"07/22/2014","576.00","576.00","576.00","576.00","","0.00%"
"07/21/2014","576.00","576.00","576.00","576.00","","-1.71%"
"07/18/2014","586.00","586.00","586.00","586.00","","-2.82%"
"07/17/2014","603.00","603.00","603.00","603.00","","-2.90%"
"07/16/2014","621.00","621.00","621.00","621.00","","-3.57%"
"07/15/2014","644.00","644.00","644.00","644.00","","-3.30%"
"07/14/2014","666.00","666.00","666.00","666.00","","-1.91%"
"07/11/2014","679.00","679.00","679.00","679.00","","-3.28%"
"07/10/2014","702.00","702.00","702.00","702.00","","-1.13%"
"07/09/2014","710.00","710.00","710.00","710.00","","0.85%"
"07/08/2014","704.00","704.00","704.00","704.00","","3.53%"
"07/07/2014","680.00","680.00","680.00","680.00","","6.25%"
"07/04/2014","640.00","640.00","640.00","640.00","","14.90%"
"07/03/2014","557.00","557.00","557.00","557.00","","14.85%"
"07/02/2014","485.00","485.00","485.00","485.00","","8.74%"
"07/01/2014","446.00","446.00","446.00","446.00","","5.44%"
"06/30/2014","423.00","423.00","423.00","423.00","","0.95%"
"06/27/2014","419.00","419.00","419.00","419.00","","-0.95%"
"06/26/2014","423.00","423.00","423.00","423.00","","-2.31%"
"06/25/2014","433.00","433.00","433.00","433.00","","-2.91%"
"06/24/2014","446.00","446.00","446.00","446.00","","-1.33%"
"06/23/2014","452.00","452.00","452.00","452.00","","-1.95%"
"06/20/2014","461.00","461.00","461.00","461.00","","-2.74%"
"06/19/2014","474.00","474.00","474.00","474.00","","-3.66%"
"06/18/2014","492.00","492.00","492.00","492.00","","-4.28%"
"06/17/2014","514.00","514.00","514.00","514.00","","-5.17%"
"06/16/2014","542.00","542.00","542.00","542.00","","-6.87%"
"06/13/2014","582.00","582.00","582.00","582.00","","-8.35%"
"06/12/2014","635.00","635.00","635.00","635.00","","-6.34%"
"06/11/2014","678.00","678.00","678.00","678.00","","-3.00%"
"06/10/2014","699.00","699.00","699.00","699.00","","-1.96%"
"06/09/2014","713.00","713.00","713.00","713.00","","-1.93%"
"06/06/2014","727.00","727.00","727.00","727.00","","-4.09%"
"06/05/2014","758.00","758.00","758.00","758.00","","-3.56%"
"06/04/2014","786.00","786.00","786.00","786.00","","-3.68%"
"06/03/2014","816.00","816.00","816.00","816.00","","-3.55%"
"06/02/2014","846.00","846.00","846.00","846.00","","-2.98%"
"05/30/2014","872.00","872.00","872.00","872.00","","-3.54%"
"05/29/2014","904.00","904.00","904.00","904.00","","-3.83%"
"05/28/2014","940.00","940.00","940.00","940.00","","-3.19%"
"05/27/2014","971.00","971.00","971.00","971.00","","-3.00%"
"05/23/2014","1,001.00","1,001.00","1,001.00","1,001.00","","-2.63%"
"05/22/2014","1,028.00","1,028.00","1,028.00","1,028.00","","-2.65%"
"05/21/2014","1,056.00","1,056.00","1,056.00","1,056.00","","-0.47%"
"05/20/2014","1,061.00","1,061.00","1,061.00","1,061.00","","0.66%"
"05/19/2014","1,054.00","1,054.00","1,054.00","1,054.00","","1.25%"
"05/16/2014","1,041.00","1,041.00","1,041.00","1,041.00","","2.46%"
"05/15/2014","1,016.00","1,016.00","1,016.00","1,016.00","","4.85%"
"05/14/2014","969.00","969.00","969.00","969.00","","3.86%"
"05/13/2014","933.00","933.00","933.00","933.00","","2.53%"
"05/12/2014","910.00","910.00","910.00","910.00","","1.34%"
"05/09/2014","898.00","898.00","898.00","898.00","","2.16%"
"05/08/2014","879.00","879.00","879.00","879.00","","1.15%"
"05/07/2014","869.00","869.00","869.00","869.00","","0.35%"
"05/06/2014","866.00","866.00","866.00","866.00","","0.12%"
"05/02/2014","865.00","865.00","865.00","865.00","","-0.69%"
"05/01/2014","871.00","871.00","871.00","871.00","","0.00%"
"04/30/2014","871.00","871.00","871.00","871.00","","-0.11%"
"04/29/2014","872.00","872.00","872.00","872.00","","0.46%"
"04/28/2014","868.00","868.00","868.00","868.00","","0.46%"
"04/25/2014","864.00","864.00","864.00","864.00","","1.41%"
"04/24/2014","852.00","852.00","852.00","852.00","","1.43%"
"04/23/2014","840.00","840.00","840.00","840.00","","1.45%"
"04/22/2014","828.00","828.00","828.00","828.00","","1.97%"
"04/17/2014","812.00","812.00","812.00","812.00","","2.53%"
"04/16/2014","792.00","792.00","792.00","792.00","","1.93%"
"04/15/2014","777.00","777.00","777.00","777.00","","-0.13%"
"04/14/2014","778.00","778.00","778.00","778.00","","-0.51%"
"04/11/2014","782.00","782.00","782.00","782.00","","-0.64%"
"04/10/2014","787.00","787.00","787.00","787.00","","-0.88%"
"04/09/2014","794.00","794.00","794.00","794.00","","-0.87%"
"04/08/2014","801.00","801.00","801.00","801.00","","-1.35%"
"04/07/2014","812.00","812.00","812.00","812.00","","-1.22%"
"04/04/2014","822.00","822.00","822.00","822.00","","-1.67%"
"04/03/2014","836.00","836.00","836.00","836.00","","-3.58%"
"04/02/2014","867.00","867.00","867.00","867.00","","-3.34%"
"04/01/2014","897.00","897.00","897.00","897.00","","-4.78%"
"03/31/2014","942.00","942.00","942.00","942.00","","-3.68%"
"03/28/2014","978.00","978.00","978.00","978.00","","-3.93%"
"03/27/2014","1,018.00","1,018.00","1,018.00","1,018.00","","-4.14%"
"03/26/2014","1,062.00","1,062.00","1,062.00","1,062.00","","-2.39%"
"03/25/2014","1,088.00","1,088.00","1,088.00","1,088.00","","-1.72%"
"03/24/2014","1,107.00","1,107.00","1,107.00","1,107.00","","-0.45%"
"03/21/2014","1,112.00","1,112.00","1,112.00","1,112.00","","-0.71%"
"03/20/2014","1,120.00","1,120.00","1,120.00","1,120.00","","0.00%"
"03/19/2014","1,120.00","1,120.00","1,120.00","1,120.00","","0.18%"
"03/18/2014","1,118.00","1,118.00","1,118.00","1,118.00","","0.18%"
"03/17/2014","1,116.00","1,116.00","1,116.00","1,116.00","","0.27%"
"03/14/2014","1,113.00","1,113.00","1,113.00","1,113.00","","0.63%"
"03/13/2014","1,106.00","1,106.00","1,106.00","1,106.00","","0.36%"
"03/12/2014","1,102.00","1,102.00","1,102.00","1,102.00","","-0.18%"
"03/11/2014","1,104.00","1,104.00","1,104.00","1,104.00","","1.47%"
"03/10/2014","1,088.00","1,088.00","1,088.00","1,088.00","","1.21%"
"03/07/2014","1,075.00","1,075.00","1,075.00","1,075.00","","1.80%"
"03/06/2014","1,056.00","1,056.00","1,056.00","1,056.00","","0.28%"
"03/05/2014","1,053.00","1,053.00","1,053.00","1,053.00","","-0.85%"
"03/04/2014","1,062.00","1,062.00","1,062.00","1,062.00","","-1.67%"
"03/03/2014","1,080.00","1,080.00","1,080.00","1,080.00","","-1.73%"
"02/28/2014","1,099.00","1,099.00","1,099.00","1,099.00","","-2.14%"
"02/27/2014","1,123.00","1,123.00","1,123.00","1,123.00","","-2.69%"
"02/26/2014","1,154.00","1,154.00","1,154.00","1,154.00","","-2.78%"
"02/25/2014","1,187.00","1,187.00","1,187.00","1,187.00","","-2.86%"
"02/24/2014","1,222.00","1,222.00","1,222.00","1,222.00","","-1.77%"
"02/21/2014","1,244.00","1,244.00","1,244.00","1,244.00","","-1.35%"
"02/20/2014","1,261.00","1,261.00","1,261.00","1,261.00","","-1.64%"
"02/19/2014","1,282.00","1,282.00","1,282.00","1,282.00","","-1.23%"
"02/18/2014","1,298.00","1,298.00","1,298.00","1,298.00","","-0.76%"
"02/17/2014","1,308.00","1,308.00","1,308.00","1,308.00","","-0.23%"
"02/14/2014","1,311.00","1,311.00","1,311.00","1,311.00","","-0.15%"
"02/13/2014","1,313.00","1,313.00","1,313.00","1,313.00","","-0.83%"
"02/12/2014","1,324.00","1,324.00","1,324.00","1,324.00","","0.15%"
"02/11/2014","1,322.00","1,322.00","1,322.00","1,322.00","","1.30%"
"02/10/2014","1,305.00","1,305.00","1,305.00","1,305.00","","0.08%"
"02/07/2014","1,304.00","1,304.00","1,304.00","1,304.00","","-0.23%"
"02/06/2014","1,307.00","1,307.00","1,307.00","1,307.00","","0.00%"
"02/05/2014","1,307.00","1,307.00","1,307.00","1,307.00","","-0.46%"
"02/04/2014","1,313.00","1,313.00","1,313.00","1,313.00","","-0.98%"
"02/03/2014","1,326.00","1,326.00","1,326.00","1,326.00","","-0.82%"
"01/31/2014","1,337.00","1,337.00","1,337.00","1,337.00","","-0.74%"
"01/30/2014","1,347.00","1,347.00","1,347.00","1,347.00","","-1.61%"
"01/29/2014","1,369.00","1,369.00","1,369.00","1,369.00","","-1.30%"
"01/28/2014","1,387.00","1,387.00","1,387.00","1,387.00","","-1.84%"
"01/27/2014","1,413.00","1,413.00","1,413.00","1,413.00","","-1.67%"
"01/24/2014","1,437.00","1,437.00","1,437.00","1,437.00","","-2.11%"
"01/23/2014","1,468.00","1,468.00","1,468.00","1,468.00","","-1.87%"
"01/22/2014","1,496.00","1,496.00","1,496.00","1,496.00","","-2.22%"
"01/21/2014","1,530.00","1,530.00","1,530.00","1,530.00","","-1.42%"
"01/20/2014","1,552.00","1,552.00","1,552.00","1,552.00","","-0.77%"
"01/17/2014","1,564.00","1,564.00","1,564.00","1,564.00","","-0.38%"
"01/16/2014","1,570.00","1,570.00","1,570.00","1,570.00","","-0.13%"
"01/15/2014","1,572.00","1,572.00","1,572.00","1,572.00","","-0.51%"
"01/14/2014","1,580.00","1,580.00","1,580.00","1,580.00","","-1.13%"
"01/13/2014","1,598.00","1,598.00","1,598.00","1,598.00","","-1.42%"
"01/10/2014","1,621.00","1,621.00","1,621.00","1,621.00","","-1.46%"
"01/09/2014","1,645.00","1,645.00","1,645.00","1,645.00","","-1.61%"
"01/08/2014","1,672.00","1,672.00","1,672.00","1,672.00","","-1.18%"
"01/07/2014","1,692.00","1,692.00","1,692.00","1,692.00","","-1.86%"
"01/06/2014","1,724.00","1,724.00","1,724.00","1,724.00","","-1.49%"
"01/03/2014","1,750.00","1,750.00","1,750.00","1,750.00","","-1.69%"
"01/02/2014","1,780.00","1,780.00","1,780.00","1,780.00","","-2.47%"
"12/24/2013","1,825.00","1,825.00","1,825.00","1,825.00","","-0.54%"
"12/23/2013","1,835.00","1,835.00","1,835.00","1,835.00","","-1.24%"
"12/20/2013","1,858.00","1,858.00","1,858.00","1,858.00","","-1.33%"
"12/19/2013","1,883.00","1,883.00","1,883.00","1,883.00","","-3.24%"
"12/18/2013","1,946.00","1,946.00","1,946.00","1,946.00","","-3.90%"
"12/17/2013","2,025.00","2,025.00","2,025.00","2,025.00","","-2.74%"
"12/16/2013","2,082.00","2,082.00","2,082.00","2,082.00","","-0.67%"
"12/13/2013","2,096.00","2,096.00","2,096.00","2,096.00","","0.53%"
"12/12/2013","2,085.00","2,085.00","2,085.00","2,085.00","","1.71%"
"12/11/2013","2,050.00","2,050.00","2,050.00","2,050.00","","2.65%"
"12/10/2013","1,997.00","1,997.00","1,997.00","1,997.00","","2.15%"
"12/09/2013","1,955.00","1,955.00","1,955.00","1,955.00","","1.66%"
"12/06/2013","1,923.00","1,923.00","1,923.00","1,923.00","","3.00%"
"12/05/2013","1,867.00","1,867.00","1,867.00","1,867.00","","4.01%"
"12/04/2013","1,795.00","1,795.00","1,795.00","1,795.00","","3.10%"
"12/03/2013","1,741.00","1,741.00","1,741.00","1,741.00","","2.71%"
"12/02/2013","1,695.00","1,695.00","1,695.00","1,695.00","","1.80%"
"11/29/2013","1,665.00","1,665.00","1,665.00","1,665.00","","3.22%"
"11/28/2013","1,613.00","1,613.00","1,613.00","1,613.00","","6.82%"
"11/27/2013","1,510.00","1,510.00","1,510.00","1,510.00","","5.82%"
"11/26/2013","1,427.00","1,427.00","1,427.00","1,427.00","","2.88%"
"11/25/2013","1,387.00","1,387.00","1,387.00","1,387.00","","1.84%"
"11/22/2013","1,362.00","1,362.00","1,362.00","1,362.00","","1.26%"
"11/21/2013","1,345.00","1,345.00","1,345.00","1,345.00","","-0.07%"
